Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
116mm-cr-tube-black,116mm CR Pop-Top Tube — Black (Wholesale Case),"<p><strong>116mm child-resistant pop-top pre-roll tube in classic black.</strong> Stocked in our LA warehouse, ships same business day on orders placed by 1pm Pacific.</p><ul><li>CR-certified to 16 CFR 1700 / ASTM D3475 (<a href='/pages/cert'>download test report</a>)</li><li>Food-grade BPA-free polypropylene</li><li>116mm × 21mm — fits king-size cones</li><li>Pop-top closure with watertight gasket</li></ul><p><strong>Volume pricing:</strong> 1K case $85 ($0.085/unit), 5K $375 ($0.075), 25K $1,625 ($0.065), 50K $3,000 ($0.060). 100K+ <a href='/pages/quote'>request a quote</a>.</p><p><small><strong>WARNING:</strong> This product can expose you to chemicals including styrene, which is known to the State of California to cause cancer. For more information go to www.P65Warnings.ca.gov.</small></p>",The Pack Guys,Pre-Roll Tube,"wholesale,116mm,black,cr-certified,in-stock-la",TRUE,Quantity,1000,TUBE-116-BLK-1K,3500,shopify,1000,deny,manual,85.00,,TRUE,TRUE,,,116mm CR pop-top pre-roll tube in black,FALSE,116mm CR Pre-Roll Tubes — Black Wholesale Case | The Pack Guys,Buy 116mm child-resistant pre-roll tubes in black. Ships same-day from LA. From $0.085/unit on 1K cases.,,,,,,,new,,,,50.00,active
116mm-cr-tube-black,,,,,,,Quantity,5000,TUBE-116-BLK-5K,17500,shopify,200,deny,manual,375.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,250.00,active
116mm-cr-tube-black,,,,,,,Quantity,25000,TUBE-116-BLK-25K,87500,shopify,40,deny,manual,1625.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1250.00,active
116mm-cr-tube-black,,,,,,,Quantity,50000,TUBE-116-BLK-50K,175000,shopify,20,deny,manual,3000.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,2500.00,active
116mm-cr-tube-clear,116mm CR Pop-Top Tube — Clear (Wholesale Case),"<p><strong>116mm child-resistant pop-top pre-roll tube in clear.</strong> Stocked in our LA warehouse, ships same business day on orders placed by 1pm Pacific.</p><ul><li>CR-certified to 16 CFR 1700 / ASTM D3475 (<a href='/pages/cert'>download test report</a>)</li><li>Food-grade BPA-free polypropylene</li><li>116mm × 21mm — fits king-size cones</li><li>Pop-top closure with watertight gasket</li></ul><p><strong>Volume pricing:</strong> 1K case $85 ($0.085/unit), 5K $375 ($0.075), 25K $1,625 ($0.065), 50K $3,000 ($0.060). 100K+ <a href='/pages/quote'>request a quote</a>.</p><p><small><strong>WARNING:</strong> This product can expose you to chemicals including styrene, which is known to the State of California to cause cancer. For more information go to www.P65Warnings.ca.gov.</small></p>",The Pack Guys,Pre-Roll Tube,"wholesale,116mm,clear,cr-certified,in-stock-la",TRUE,Quantity,1000,TUBE-116-CLR-1K,3500,shopify,1000,deny,manual,85.00,,TRUE,TRUE,,,116mm CR pop-top pre-roll tube in clear,FALSE,116mm CR Pre-Roll Tubes — Clear Wholesale Case | The Pack Guys,Buy 116mm child-resistant pre-roll tubes in clear. Ships same-day from LA. From $0.085/unit on 1K cases.,,,,,,,new,,,,50.00,active
116mm-cr-tube-clear,,,,,,,Quantity,5000,TUBE-116-CLR-5K,17500,shopify,200,deny,manual,375.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,250.00,active
116mm-cr-tube-clear,,,,,,,Quantity,25000,TUBE-116-CLR-25K,87500,shopify,40,deny,manual,1625.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1250.00,active
116mm-cr-tube-clear,,,,,,,Quantity,50000,TUBE-116-CLR-50K,175000,shopify,20,deny,manual,3000.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,2500.00,active
116mm-cr-tube-white,116mm CR Pop-Top Tube — White (Wholesale Case),"<p><strong>116mm child-resistant pop-top pre-roll tube in white.</strong> Stocked in our LA warehouse, ships same business day on orders placed by 1pm Pacific.</p><ul><li>CR-certified to 16 CFR 1700 / ASTM D3475 (<a href='/pages/cert'>download test report</a>)</li><li>Food-grade BPA-free polypropylene</li><li>116mm × 21mm — fits king-size cones</li><li>Pop-top closure with watertight gasket</li></ul><p><strong>Volume pricing:</strong> 1K case $85 ($0.085/unit), 5K $375 ($0.075), 25K $1,625 ($0.065), 50K $3,000 ($0.060). 100K+ <a href='/pages/quote'>request a quote</a>.</p><p><small><strong>WARNING:</strong> This product can expose you to chemicals including styrene, which is known to the State of California to cause cancer. For more information go to www.P65Warnings.ca.gov.</small></p>",The Pack Guys,Pre-Roll Tube,"wholesale,116mm,white,cr-certified,in-stock-la",TRUE,Quantity,1000,TUBE-116-WHT-1K,3500,shopify,1000,deny,manual,85.00,,TRUE,TRUE,,,116mm CR pop-top pre-roll tube in white,FALSE,116mm CR Pre-Roll Tubes — White Wholesale Case | The Pack Guys,Buy 116mm child-resistant pre-roll tubes in white. Ships same-day from LA. From $0.085/unit on 1K cases.,,,,,,,new,,,,50.00,active
116mm-cr-tube-white,,,,,,,Quantity,5000,TUBE-116-WHT-5K,17500,shopify,200,deny,manual,375.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,250.00,active
116mm-cr-tube-white,,,,,,,Quantity,25000,TUBE-116-WHT-25K,87500,shopify,40,deny,manual,1625.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1250.00,active
116mm-cr-tube-white,,,,,,,Quantity,50000,TUBE-116-WHT-50K,175000,shopify,20,deny,manual,3000.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,2500.00,active
116mm-cr-tube-smoke,116mm CR Pop-Top Tube — Smoke (Wholesale Case),"<p><strong>116mm child-resistant pop-top pre-roll tube in smoke/translucent grey.</strong> Stocked in our LA warehouse, ships same business day on orders placed by 1pm Pacific.</p><ul><li>CR-certified to 16 CFR 1700 / ASTM D3475 (<a href='/pages/cert'>download test report</a>)</li><li>Food-grade BPA-free polypropylene</li><li>116mm × 21mm — fits king-size cones</li><li>Pop-top closure with watertight gasket</li></ul><p><strong>Volume pricing:</strong> 1K case $85 ($0.085/unit), 5K $375 ($0.075), 25K $1,625 ($0.065), 50K $3,000 ($0.060). 100K+ <a href='/pages/quote'>request a quote</a>.</p><p><small><strong>WARNING:</strong> This product can expose you to chemicals including styrene, which is known to the State of California to cause cancer. For more information go to www.P65Warnings.ca.gov.</small></p>",The Pack Guys,Pre-Roll Tube,"wholesale,116mm,smoke,cr-certified,in-stock-la",TRUE,Quantity,1000,TUBE-116-SMK-1K,3500,shopify,1000,deny,manual,85.00,,TRUE,TRUE,,,116mm CR pop-top pre-roll tube in smoke,FALSE,116mm CR Pre-Roll Tubes — Smoke Wholesale Case | The Pack Guys,Buy 116mm child-resistant pre-roll tubes in translucent smoke. Ships same-day from LA. From $0.085/unit on 1K cases.,,,,,,,new,,,,50.00,active
116mm-cr-tube-smoke,,,,,,,Quantity,5000,TUBE-116-SMK-5K,17500,shopify,200,deny,manual,375.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,250.00,active
116mm-cr-tube-smoke,,,,,,,Quantity,25000,TUBE-116-SMK-25K,87500,shopify,40,deny,manual,1625.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1250.00,active
116mm-cr-tube-smoke,,,,,,,Quantity,50000,TUBE-116-SMK-50K,175000,shopify,20,deny,manual,3000.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,2500.00,active
116mm-cr-tube-black-silver,116mm CR Pop-Top Tube — Black w/ Silver Cap (Wholesale Case),"<p><strong>116mm child-resistant pop-top pre-roll tube in black with silver cap.</strong> Premium two-tone look. Stocked in our LA warehouse, ships same business day on orders placed by 1pm Pacific.</p><ul><li>CR-certified to 16 CFR 1700 / ASTM D3475 (<a href='/pages/cert'>download test report</a>)</li><li>Food-grade BPA-free polypropylene</li><li>116mm × 21mm — fits king-size cones</li><li>Pop-top closure with watertight gasket</li></ul><p><strong>Volume pricing:</strong> 1K case $85 ($0.085/unit), 5K $375 ($0.075), 25K $1,625 ($0.065), 50K $3,000 ($0.060). 100K+ <a href='/pages/quote'>request a quote</a>.</p><p><small><strong>WARNING:</strong> This product can expose you to chemicals including styrene, which is known to the State of California to cause cancer. For more information go to www.P65Warnings.ca.gov.</small></p>",The Pack Guys,Pre-Roll Tube,"wholesale,116mm,black,silver,premium,cr-certified,in-stock-la",TRUE,Quantity,1000,TUBE-116-BLK-S-1K,3500,shopify,1000,deny,manual,85.00,,TRUE,TRUE,,,116mm CR pop-top pre-roll tube in black with silver cap,FALSE,116mm CR Pre-Roll Tubes — Black w/ Silver Cap | The Pack Guys,Premium two-tone 116mm child-resistant pre-roll tubes. Ships same-day from LA. From $0.085/unit on 1K cases.,,,,,,,new,,,,50.00,active
116mm-cr-tube-black-silver,,,,,,,Quantity,5000,TUBE-116-BLK-S-5K,17500,shopify,200,deny,manual,375.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,250.00,active
116mm-cr-tube-black-silver,,,,,,,Quantity,25000,TUBE-116-BLK-S-25K,87500,shopify,40,deny,manual,1625.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1250.00,active
116mm-cr-tube-black-silver,,,,,,,Quantity,50000,TUBE-116-BLK-S-50K,175000,shopify,20,deny,manual,3000.00,,TRUE,TRUE,,,,,,,,,,,,,new,,,,2500.00,active
116mm-trial-case,116mm CR Pop-Top Tube — 100-Unit Trial Case,"<p><strong>New here? Try us out with a 100-unit case before committing to a full 1,000-unit order.</strong></p><p>Same exact 116mm CR pop-top tube we sell wholesale — just in a smaller pack so you can test fill speed, pop-test the closure, and run a sample batch through your line.</p><ul><li>100 tubes per case (your choice of color)</li><li>CR-certified to 16 CFR 1700 / ASTM D3475 (<a href='/pages/cert'>download test report</a>)</li><li>Food-grade BPA-free polypropylene</li><li>116mm × 21mm — fits king-size cones</li><li>Ships same business day from LA on orders placed by 1pm Pacific</li></ul><p><strong>Ready for a full case?</strong> Our 1K case is $85 ($0.085/unit) — bulk pricing drops to $0.060/unit at 50K.</p><p><small><strong>WARNING:</strong> This product can expose you to chemicals including styrene, which is known to the State of California to cause cancer. For more information go to www.P65Warnings.ca.gov.</small></p>",The Pack Guys,Pre-Roll Tube,"trial,wholesale,116mm,cr-certified,in-stock-la,conversion-sku",TRUE,Color,Black,TRIAL-100-BLK,350,shopify,200,deny,manual,14.99,,TRUE,TRUE,,,100-unit trial case 116mm pre-roll tubes black,FALSE,100-Unit Trial Case — 116mm CR Pre-Roll Tubes | The Pack Guys,Try our 116mm CR pre-roll tubes in a 100-unit trial case for $14.99. Same product as our wholesale 1K cases — smaller commitment.,,,,,,,new,,,,5.00,active
116mm-trial-case,,,,,,,Color,Clear,TRIAL-100-CLR,350,shopify,200,deny,manual,14.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,5.00,active
116mm-trial-case,,,,,,,Color,White,TRIAL-100-WHT,350,shopify,200,deny,manual,14.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,5.00,active
116mm-trial-case,,,,,,,Color,Smoke,TRIAL-100-SMK,350,shopify,200,deny,manual,14.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,5.00,active
116mm-trial-case,,,,,,,Color,Black w/ Silver Cap,TRIAL-100-BLK-S,350,shopify,200,deny,manual,14.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,5.00,active
retail-25pack,25-Pack 116mm CR Pop-Top Tubes,"<p><strong>25 child-resistant pre-roll tubes — pop-top closure, food-grade polypropylene, USA-warehoused.</strong></p><p>Perfect for personal use, gifting, or testing our product before a wholesale order.</p><ul><li>116mm × 21mm — fits standard king-size paper cones</li><li>CR-certified to 16 CFR 1700 / ASTM D3475</li><li>BPA-free #5 polypropylene</li><li>Watertight pop-top gasket</li><li>Ships same business day from LA on orders by 1pm Pacific</li></ul>",The Pack Guys,Pre-Roll Tube,"retail,116mm,dtc,cr-certified",TRUE,Color,Black,RETAIL-25-BLK,90,shopify,500,deny,manual,9.99,,TRUE,TRUE,,,25-pack 116mm CR pop-top pre-roll tubes black,FALSE,25-Pack 116mm CR Pre-Roll Tubes — Pop-Top Storage | The Pack Guys,25 child-resistant 116mm pop-top tubes. Ships same-day from Los Angeles. $9.99 with free shipping over $250.,,,,,,,new,,,,1.50,active
retail-25pack,,,,,,,Color,Clear,RETAIL-25-CLR,90,shopify,500,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1.50,active
retail-25pack,,,,,,,Color,White,RETAIL-25-WHT,90,shopify,500,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1.50,active
retail-25pack,,,,,,,Color,Smoke,RETAIL-25-SMK,90,shopify,500,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1.50,active
retail-25pack,,,,,,,Color,Mixed,RETAIL-25-MIX,90,shopify,500,deny,manual,9.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,1.50,active
retail-100pack,100-Pack 116mm CR Pop-Top Tubes,"<p><strong>100 child-resistant pre-roll tubes — pop-top closure, food-grade polypropylene, USA-warehoused.</strong></p><p>The sweet spot for small operators and serious home rollers.</p><ul><li>116mm × 21mm — fits standard king-size paper cones</li><li>CR-certified to 16 CFR 1700 / ASTM D3475</li><li>BPA-free #5 polypropylene</li><li>Watertight pop-top gasket</li><li>Ships same business day from LA on orders by 1pm Pacific</li></ul>",The Pack Guys,Pre-Roll Tube,"retail,116mm,dtc,cr-certified",TRUE,Color,Black,RETAIL-100-BLK,350,shopify,300,deny,manual,24.99,,TRUE,TRUE,,,100-pack 116mm CR pop-top pre-roll tubes black,FALSE,100-Pack 116mm CR Pre-Roll Tubes — $0.25/unit | The Pack Guys,100 child-resistant 116mm pop-top tubes. $24.99. Ships same-day from LA. Free shipping over $250.,,,,,,,new,,,,6.00,active
retail-100pack,,,,,,,Color,Clear,RETAIL-100-CLR,350,shopify,300,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,6.00,active
retail-100pack,,,,,,,Color,White,RETAIL-100-WHT,350,shopify,300,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,6.00,active
retail-100pack,,,,,,,Color,Smoke,RETAIL-100-SMK,350,shopify,300,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,6.00,active
retail-100pack,,,,,,,Color,Mixed,RETAIL-100-MIX,350,shopify,300,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,6.00,active
retail-500pack,500-Pack 116mm CR Pop-Top Tubes,"<p><strong>500 child-resistant pre-roll tubes — bulk retail size for small brands, micro-grows, and high-volume home rollers.</strong></p><p>If you need more than this, our wholesale 1K case is $85 — better per-unit pricing.</p><ul><li>116mm × 21mm — fits standard king-size paper cones</li><li>CR-certified to 16 CFR 1700 / ASTM D3475</li><li>BPA-free #5 polypropylene</li><li>Watertight pop-top gasket</li><li>Ships same business day from LA on orders by 1pm Pacific</li><li>Free shipping (orders over $250 ship free)</li></ul>",The Pack Guys,Pre-Roll Tube,"retail,116mm,dtc,cr-certified,bulk-retail",TRUE,Color,Black,RETAIL-500-BLK,1750,shopify,100,deny,manual,69.99,,TRUE,TRUE,,,500-pack 116mm CR pop-top pre-roll tubes black,FALSE,500-Pack 116mm CR Pre-Roll Tubes — $0.14/unit | The Pack Guys,500 child-resistant 116mm pop-top tubes. $69.99 with free shipping. Ships same-day from LA.,,,,,,,new,,,,30.00,active
retail-500pack,,,,,,,Color,Clear,RETAIL-500-CLR,1750,shopify,100,deny,manual,69.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,30.00,active
retail-500pack,,,,,,,Color,White,RETAIL-500-WHT,1750,shopify,100,deny,manual,69.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,30.00,active
retail-500pack,,,,,,,Color,Smoke,RETAIL-500-SMK,1750,shopify,100,deny,manual,69.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,30.00,active
retail-500pack,,,,,,,Color,Mixed,RETAIL-500-MIX,1750,shopify,100,deny,manual,69.99,,TRUE,TRUE,,,,,,,,,,,,,new,,,,30.00,active
